pin_id,pinner_id,description,board_id,board_name,source,likes_count,repins_count,comments_count,actions_count,pinned_from,repinned_via,originally_pinned_by,price,no_pins_on_board,explored,pinned_via,isrepin,pin_time,image_link,time_ago,originally_pinned_on,category,no_pins_board,no_followers_board,pinner_following,pinner_followers,pinner_pins,pinner_boards
1.29549E+17,lyssarebekah,How to Make a Slipcover Remodelaholic,board129548995470037550,future-projects,http://www.apartmenttherapy.com/how-to-make-a-slipcover-remode-142437,0,2,0,2,apartmenttherapy.com,banananut,kelseyahunt,None,298,0,None,YES,"Fri, 03 Aug 2012 23:01:25 GMT",http://media-cache-ec3.pinterest.com/upload/59883870016125228_D0KRtEt2_c.jpg,Repinned 9 weeks ago,things-to-do-for-my-home,,0,0,0,0,0,0
8.02204E+16,kamarar,Very pretty    ,board80220505801493169,wedding-inspiration,http://www.stylemepretty.com/gallery/picture/553360,1,0,0,1,stylemepretty.com,lexximay,JuliaKuhlman,None,473,0,None,YES,"Wed, 02 May 2012 23:07:42 GMT",http://media-cache-ec4.pinterest.com/upload/229613280971974375_Hru4CM2h_c.jpg,Repinned 13 weeks ago,wedding-lookbook,,0,0,0,0,0,0
1.46578E+17,erinshepard,beautiful,board146578231561027960,tattoos,http://blog.craftzine.com/archive/2011/11/fabric-inspired_tattoos.html,0,2,0,2,blog.craftzine.com,mustaavillaa,lproux,None,150,0,None,YES,"Mon, 21 Nov 2011 14:54:34 GMT",http://media-cache-ec2.pinterest.com/upload/17662623508196640_yjsloK8M_c.jpg,Repinned 2 weeks ago,tattoo-me,,0,0,0,0,0,0
2.0998E+17,emmahaston,yellow lace,board209980470065126345,my-style,http://rstyle.me/h2vcn6vcv,0,0,0,0,rstyle.me,81poppies,ohjoy,None,879,0,None,YES,"Tue, 31 Jul 2012 03:01:54 GMT",http://media-cache-ec3.pinterest.com/upload/21181060718010194_kIclmnAk_c.jpg,Repinned 16 weeks ago,clothing,,0,0,0,0,0,0
2.22013E+17,abbyw112,HGTV,board222013525319492295,dream-home,http://www.hgtv.com/decorating-basics/tour-sarahs-summer-house/pictures/index.html,0,1,0,1,hgtv.com,maddiewalkerrr,HFoP,None,651,0,None,YES,"Sat, 22 Oct 2011 22:08:26 GMT",http://media-cache-ec4.pinterest.com/upload/62065301084180985_2OfGWRT6_c.jpg,Repinned 15 weeks ago,beach-house-envy,,0,0,0,0,0,0
1.79018E+17,duffan23,Timeless ,board179018222626940622,my-style,http://johnna-cameron.polyvore.com/untitled_424/set?.embedder=3577422&.svc=pinterest&id=51876179,0,0,0,0,johnna-cameron.polyvore.com,brenjo101,None,None,421,0,None,YES,"Fri, 29 Jun 2012 20:33:01 GMT",http://media-cache-ec6.pinterest.com/upload/255016397620530238_xLNKu6aT_c.jpg,Repinned 12 weeks ago,None,,0,0,0,0,0,0
3.10327E+16,kellymarks,Spring Burlap Wreath via All In A Day,board31032753621305642,craft-ideas,http://allinadayblog.com/2012/03/burlap-spring-wreath.html,0,0,0,0,allinadayblog.com,melanieh1,burlapfabric,None,210,0,None,YES,"Sun, 25 Mar 2012 00:03:55 GMT",http://media-cache-ec6.pinterest.com/upload/210261876322987498_IBHNdYMw_c.jpg,Repinned 26 weeks ago,crafts,,0,0,0,0,0,0
1.86548E+17,baylormegs,Hot fudge pie  Made with just a few real ingredients  Reportedly has the texture of a half baked brownie with the flavor of chocolate pie  Yum ,board186547678253940751,snackeroos,http://islandeat.wordpress.com/2010/06/23/hot-fudge-pie-what-would-jessie-dish-week-six/,0,1,0,1,islandeat.wordpress.com,leslieb09,msmag220,None,175,0,None,YES,"Sun, 13 Nov 2011 03:26:56 GMT",http://media-cache-lt0.pinterest.com/upload/121667627402787174_jxsWJcER_c.jpg,Repinned 8 weeks ago,calorie-filled-cakes-pies-cookies,,0,0,0,0,0,0
1.23919E+17,missilysha, ,board123919495935827078,lovely-home,http://www.centsationalgirl.com/,3,10,0,13,centsationalgirl.com,audreyej,eaturselfskinny,None,489,0,None,YES,"Fri, 14 Sep 2012 18:24:55 GMT",http://media-cache-ec2.pinterest.com/upload/140806209485364_ELIEINbk_c.jpg,Repinned 4 weeks ago,living-room-inspiration,,0,0,0,0,0,0
1.04638E+17,designcreative,Lemon Zucchini Bread,board104638460031161593,baked,http://nancycreative.com/2012/03/25/lemon-zucchini-loaf-with-lemon-glaze/,0,0,0,0,nancycreative.com,eilere,None,None,1041,0,None,YES,"Tue, 07 Aug 2012 19:51:38 GMT",http://media-cache-ec6.pinterest.com/upload/56998751504194144_Kn9597em_c.jpg,Repinned 23 weeks ago,None,,0,0,0,0,0,0
6.33326E+15,mcgibilisco88,186 Homemade Christmas Gift Ideas  This is going to come in handy ,board6333324414962287,holiday-ideas,http://isksw.com/image/1341458973.jpeg,0,0,0,0,isksw.com,mrieder07,tyhousmans,None,41,0,None,YES,"Fri, 27 Jul 2012 17:42:01 GMT",http://media-cache-ec6.pinterest.com/upload/52495151877140480_ruT3WHjj_c.jpg,Repinned 2 weeks ago,accessorize,,0,0,0,0,0,0
9.32387E+16,tmae44,Weight Watchers Corn  Bacon and Potato Chowder  Perfect for a cold day,board93238723474359143,delectable,http://www.weightwatchers.com/food/rcp/index.aspx?recipeid=105291,0,1,0,1,weightwatchers.com,mrs_pachenko,kortneylee,None,207,0,None,YES,"Mon, 31 Oct 2011 01:40:32 GMT",http://media-cache-ec4.pinterest.com/upload/48765608434694702_sl4HyHze_c.jpg,Repinned 46 weeks ago,eat,,0,0,0,0,0,0
1.34475E+17,gmcc,Tom Daley  British Diving Team  3,board134474807562524100,a-girl-can-dream,http://25.media.tumblr.com/tumblr_m7pxzmPVkB1ralfvso1_400.png,0,5,0,5,25.media.tumblr.com,princesshayy,juliabirch,None,65,0,None,YES,"Thu, 26 Jul 2012 19:42:17 GMT",http://media-cache-ec2.pinterest.com/upload/177047829071757147_Y5HMa7Lu_c.jpg,Repinned 10 weeks ago,everything-british,,0,0,0,0,0,0
2.3644E+16,sunraelove,icelandic horse,board23644035482697821,equus,http://upload.wikimedia.org/wikipedia/commons/d/d8/Katursnow.jpg,0,0,0,0,upload.wikimedia.org,siannaphey,ilikethis,None,88,0,None,YES,"Sun, 29 Jul 2012 04:26:49 GMT",http://media-cache-ec3.pinterest.com/upload/193303008975734739_ymmEUgNr_c.jpg,Repinned 9 weeks ago,albus,,0,0,0,0,0,0
2.12654E+17,stephanie_ewell,Jesus is Resurrected     ,board212654482343858779,fhe,http://www.youtube.com/watch?v=RqmeyQUY-xM,0,2,0,2,youtube.com,nataliesorenson,None,None,70,0,None,YES,"Wed, 25 Jul 2012 04:53:20 GMT",http://media-cache-ec4.pinterest.com/upload/38913984251089952_JuJOAPV5_c.jpg,Repinned 11 weeks ago,None,,0,0,0,0,0,0
9.07757E+16,lynda2221,Vinegar uses   1  Remove bacteria and pesticide residue from produce   Use 1 part vinegar to 3  parts water  wash produce thoroughly    2  Clean windows and countertops   Use a 50  water and vinegar mixture to clean  windows and countertops    3  Remove shower and bathtub film   Use vinegar full strength on an old wash  rag    4  Toilet bowl stains   Use white distilled vinegar full strength with a  scrubber    5  Furniture polish   Use a 50  olive oil and vinegar mixture and polish  furniture with a soft cloth  Be sure to test furniture in an inconspicuous spot  first because vinegar is acidic     6  Clean microwave   Utilize 1 4 cup of  vinegar and 1 cup of water in a bowl   Place in the microwave and cook until boiling  Immediately wipe interior of  microwave    7  Wash no wax floors   Add 1 2 cup of white distilled vinegar to a half gallon  of warm water  Mop or scrub floor    8  Clean kitchen cutting boards   Use vinegar full strength on cutting  boards    9  Wash grass stains out of fabric   Use a 1 3 cup vinegar and 2 3 cup water  mixture  Apply to stain and blot    10  Remove molds and mildew   Use a 50  water and white vinegar mixture for  light mildew stains  and full strength white vinegar to kill heavier mildew and  mold growth ,board90775817428147392,cleaning-tips,http://www.chicagonow.com/gardening-nude/2010/02/10-money-saving-and-eco-friendly-cleaning-tips-that-cost-less-than-1-00/,0,0,0,0,chicagonow.com,dwdoolittle,None,None,28,0,None,YES,"Mon, 21 Nov 2011 07:38:14 GMT",http://media-cache-ec3.pinterest.com/upload/90775748708782078_Pi2B7gac_c.jpg,Repinned 46 weeks ago,None,,0,0,0,0,0,0
8.2613E+16,shandiromans,Double Crunch Honey Garlic Pork Chops,board82613043103538363,food,http://rockrecipes.blogspot.com/2011/04/double-crunch-honey-garic-pork-chops.html,0,0,0,0,rockrecipes.blogspot.com,ndnocrn,None,None,1075,0,None,YES,"Mon, 12 Dec 2011 19:06:26 GMT",http://media-cache-lt0.pinterest.com/upload/227080006180978480_i9mX8RTY_c.jpg,Repinned 26 weeks ago,None,,0,0,0,0,0,0
7.05799E+16,meltdown,Disappearing marshmallow brownies,board70579987849151744,brownies-blondies,http://purplechocolathome.blogspot.com/2012/03/disappearing-marshmallow-brownies.html,0,1,0,1,purplechocolathome.blogspot.com,rowbakerun,lorigardner2002,None,352,0,None,YES,"Sun, 22 Jul 2012 12:14:52 GMT",http://media-cache-ec5.pinterest.com/upload/29062360065506133_Les1xYmd_c.jpg,Repinned 2 weeks ago,desserts,,0,0,0,0,0,0
1.86759E+17,crazyappleannie,BATHROOM CLEANING SECRETS FROM THE PROS,board186758784486525300,cleaning,http://www.diynetwork.com/bathroom/bathroom-cleaning-secrets-from-the-pros/index.html,0,0,0,0,diynetwork.com,terrigren,madremia,None,71,0,None,YES,"Mon, 19 Mar 2012 20:12:48 GMT",http://media-cache-ec5.pinterest.com/upload/65794844526148833_MgkhSSNg_c.jpg,Repinned 14 weeks ago,battling-chaos,,0,0,0,0,0,0
5.16507E+16,cnred, ,board51650795665363370,yeah-that,http://vineetkaur.tumblr.com/page/12,0,0,0,0,vineetkaur.tumblr.com,omizquierdo,oppa711,None,47,0,None,YES,"Wed, 06 Jun 2012 12:02:14 GMT",http://media-cache-ec4.pinterest.com/upload/252131279109022923_TfwqFWvO_c.jpg,Repinned 18 weeks ago,print-posters,,0,0,0,0,0,0
1.41441E+17,rachealdixon,more toddler food ideas,board141441313236069169,lunch,http://forloveofcupcakes.com/2012/01/what-how-to-feed-toddler/,0,0,0,0,forloveofcupcakes.com,amygahan,maryvz,None,43,0,None,YES,"Mon, 30 Jan 2012 21:01:41 GMT",http://media-cache0.pinterest.com/upload/282389839104767711_Ewa1AtxZ_c.jpg,Repinned 35 weeks ago,for-the-babe,,0,0,0,0,0,0
2.87105E+17,kareng968972,SAILBOAT Diaper Cake Decorations Baby Shower Boat Topper,board287104613683871957,diaper-cakes,http://tierdiapercakes.com/sailboat-diaper-cakes/,2,10,0,12,tierdiapercakes.com,None,None,None,14,0,pinmarklet,NO,None,http://media-cache-ec2.pinterest.com/upload/287104544965616106_5QVRH2zX_c.jpg,Pinned 11 weeks ago via,None,,0,0,0,0,0,0
2.30035E+17,barahona,Salted Chocolate Caramel Clusters,board230035562155795949,recipes-i-need-to-try,http://www.thesmallthingsblog.com/2011/12/cookie-week-salted-chocolate-caramel.html,0,0,0,0,thesmallthingsblog.com,None,None,None,63,0,None,NO,None,http://media-cache-ec5.pinterest.com/upload/272960427385154334_GbHiLrf9_c.jpg,Repinned 9 weeks ago,None,,0,0,0,0,0,0
2.12303E+17,danielledior, ,board212302638622988828,quotes,http://imthecupcake.tumblr.com/post/16012616227/twloha-plato,0,1,0,1,imthecupcake.tumblr.com,lindsaymac14,philippagardner,None,201,0,None,YES,"Sun, 22 Jul 2012 20:48:31 GMT",http://media-cache-lt0.pinterest.com/upload/27795722670274821_wvI1SXbf_c.jpg,Repinned 26 weeks ago,quotes-and-graphics,,0,0,0,0,0,0
1.22653E+17,yelle2k,wonder if its true  EVERY Target shopper NEEDS to know this    Target s mark down schedule    MONDAY  Kids  Clothing  Stationery  office supplies  gift wrap   Electronics  TUESDAY  Women s Clothing and Domestics  WEDNESDAY  Men s Clothing  Toys  Health and Beauty  THURSDAY  Lingerie  Shoes  Housewares  FRIDAY  cosmetics    ALSO  If the price ends in 8  it will be marked down again  If it ends in a 4  it s the lowest it will be ,board122652858540632434,products-i-love,http://www.mommysavers.com/2011/01/deals-at-target-clearance/,0,0,0,0,mommysavers.com,amyknispel,jessflintfromtx,None,11,0,None,YES,"Tue, 07 Aug 2012 08:26:14 GMT",http://media-cache-ec5.pinterest.com/upload/56295064061944234_wsfLqxoK_c.jpg,Repinned 18 weeks ago,craft-ideas-dyi,,0,0,0,0,0,0
5.52395E+16,mandybliss,Clear  crisp  beautiful ,board55239601618424475,wanderlust,http://500px.com/photo/5811191?from=popular,0,0,0,0,500px.com,planetv1,frumpa,None,147,0,None,YES,"Sun, 22 Jul 2012 00:20:42 GMT",http://media-cache-ec3.pinterest.com/upload/27584616437701765_su0ARt8e_c.jpg,Repinned 3 weeks ago,photography,,0,0,0,0,0,0
9.87978E+16,bostymom51,200  embossing ideas    wow   ,board98797854264426352,cards,http://melstampz.blogspot.com/2008/03/ive-been-bitten.html,0,0,0,0,melstampz.blogspot.com,parrotjen,vernjimmiedee,None,674,0,None,YES,"Thu, 01 Mar 2012 00:22:13 GMT",http://media-cache-ec3.pinterest.com/upload/282037995384060523_RR4ImRg8_c.jpg,Repinned 4 weeks ago,cards,,0,0,0,0,0,0
1.05272E+17,samanthacrawley,couldn t have said it better myself,board105271778728741286,things-i-love,http://thecrazytruth.tumblr.com/page/3,0,3,0,3,thecrazytruth.tumblr.com,cjrs,paigesmi,None,490,0,None,YES,"Sun, 29 Jul 2012 23:18:36 GMT",http://media-cache-ec3.pinterest.com/upload/240379698830886909_iGTt7kX4_c.jpg,Repinned 31 weeks ago,quotes,,0,0,0,0,0,0
1.06257E+16,carolynmv,Meyer lemon spaghetti with goat cheese,board10625817809798450,main-dishes,http://www.inerikaskitchen.com/2010/06/meyer-lemon-spaghetti-with-goat-cheese.html,0,0,0,0,inerikaskitchen.com,inspiredtaste,jsagates,None,178,0,None,YES,"Sun, 20 Nov 2011 18:19:35 GMT",http://media-cache-lt0.pinterest.com/upload/8233211788411597_9jXkugg5_c.jpg,Repinned 14 weeks ago,pasta,,0,0,0,0,0,0
2.73594E+17,jdecator,i want my bathroom as a spa   Napa Valley style ,board273593814801727401,bathroom-designs,http://www.stagnerconstruction.com/related2.shtml,0,0,0,0,stagnerconstruction.com,seamonkeysmommy,None,None,30,0,None,YES,"Mon, 30 Jul 2012 04:18:19 GMT",http://media-cache-lt0.pinterest.com/upload/258816309805214786_65rtEKCO_c.jpg,Repinned 38 weeks ago,None,,0,0,0,0,0,0
1.00628E+16,melkurschner,Bacon Wrapped New Potatoes,board10062867856369951,recipes-i-want-to-try,http://askchefs.net/showthread.php?tid=1418,0,0,0,0,askchefs.net,juststeppinout,None,None,178,0,None,YES,"Sat, 01 Sep 2012 09:47:06 GMT",http://media-cache-ec4.pinterest.com/upload/39195459228125939_Ex8UT3P2_c.jpg,Repinned 4 weeks ago,None,,0,0,0,0,0,0
1.51082E+17,sdbaxter9,If you enjoy cooking with a crockpot  this flank steak recipe is for  you      Flank steak is a rather inexpensive cut a meat  If it is not  prepared properly  it can be rather tough  This recipe is so easy and makes the  most tender flank steak ,board151081831188460461,slow-cookin,http://www.foodiefancy.com/,0,0,0,0,foodiefancy.com,taypierce26,kimwhite024,None,21,0,None,YES,"Sat, 25 Aug 2012 15:17:53 GMT",http://media-cache-ec2.pinterest.com/upload/21744010671964931_ZpnBJFYM_c.jpg,Repinned 6 days ago,food,,0,0,0,0,0,0
1.23919E+17,missilysha,crawfish etouffee,board123919495935827074,delicioso,http://janedeereblog.blogspot.com/2011/03/creamy-crawfish-etouffee.html,0,0,0,0,janedeereblog.blogspot.com,dmsd777,None,None,811,0,None,YES,"Tue, 25 Oct 2011 03:22:10 GMT",http://media-cache-lt0.pinterest.com/upload/257549672409764299_ls8MwqEy_c.jpg,Repinned 33 weeks ago,None,,0,0,0,0,0,0
2.84853E+17,thalyzr,Mustache Straws,board284852813870138783,party-ideas,http://www.etsy.com/listing/76132863/mustache-and-pink-straw-photo-prop-candy?ref=sr_gallery_1&ga_search_submit&ga_search_query=mustache+and+pink+straw&ga_order=date_desc&ga_view_type=gallery&ga_ship_,0,0,0,0,etsy.com,CamiAlane,None,None,20,0,None,YES,"Fri, 27 Jul 2012 03:05:22 GMT",http://media-cache-lt0.pinterest.com/upload/20899585740279859_3aCOXx0a_c.jpg,Repinned 1 year ago,None,,0,0,0,0,0,0
9.32387E+16,tmae44,patio cushions,board93238723474359059,secret-gardens-and-outdoor-spaces,http://bit.ly/Jf1fQ1,0,0,0,0,bit.ly,dingedash240,None,None,69,0,None,YES,"Sun, 15 Apr 2012 20:22:37 GMT",http://media-cache-ec3.pinterest.com/upload/96194142011054267_QqT2Kq9b_c.jpg,Repinned 23 weeks ago,None,,0,0,0,0,0,0
2.55509E+17,semellown,Homemade Pop tarts,board255509047548056220,mmmmm,http://www.jugglingwithkids.com/b/post-preview?token=XPkt7DQBAAA.SM8xjZlKi6QOmE7_wHwi2A.EzbLqhPlvgxLduR1MZ5KsA&postId=5267645892683491&type=POST,0,0,0,0,jugglingwithkids.com,jugglingwithkid,None,None,83,0,None,YES,"Tue, 17 Jan 2012 07:38:00 GMT",http://media-cache-ec3.pinterest.com/upload/66920744432694767_sxkLzs9m_c.jpg,Repinned 38 weeks ago,None,,0,0,0,0,0,0
2.54032E+16,altheabuhler,Grilled Greek Chicken and Zucchini Skewers,board25403254087113368,fabulous-food,http://foodgawker.com/post/2012/05/15/165016/,0,1,0,1,foodgawker.com,lolamoon,ktlynmarie36,None,870,0,None,YES,"Wed, 16 May 2012 13:50:05 GMT",http://media-cache-ec3.pinterest.com/upload/209487820137235483_W1KgMUhr_c.jpg,Repinned 21 weeks ago,delish-food,,0,0,0,0,0,0
3.80696E+16,tamileighmommy,Tutorial to make this yarn sweater wreath   Perfect to display after christmas   before spring ,board38069628039087837,crafty-ideas,http://www.pinfluence.com/2012/01/27/yarn-sweater-wreath-with-felt-flowers/,2,8,0,10,pinfluence.com,None,None,None,61,0,pinmarklet,NO,None,http://media-cache-ec5.pinterest.com/upload/38069559319899173_lUOWx7dY_c.jpg,Pinned 37 weeks ago via,None,,0,0,0,0,0,0
3.1666E+16,khayniev,Hiddels529,board31666072318946343,men,http://25.media.tumblr.com/tumblr_m8nel1Ehcj1qmvzdjo1_1280.jpg,0,0,0,0,25.media.tumblr.com,dewlion,None,None,562,0,None,YES,"Sun, 12 Aug 2012 18:06:26 GMT",http://media-cache-lt0.pinterest.com/upload/91831279872828928_1BaiXxsg_c.jpg,Repinned 7 weeks ago,None,,0,0,0,0,0,0
1.44257E+16,mcgisi,Hilarious   ,board14425729995394786,things-that-make-me-lol,http://www.someecards.com/usercards/viewcard/MjAxMi02MmM4YzFjOGMzYWMxYzNh,0,0,0,0,someecards.com,stephaniedurel,cammydole,None,71,0,None,YES,"Wed, 06 Jun 2012 02:26:28 GMT",http://media-cache-ec4.pinterest.com/upload/138767232238768538_NLUGbdbe_c.jpg,Repinned 15 weeks ago,funnies,,0,0,0,0,0,0
